"original_idx1","original_idx2","celltype1","celltype2"
3198,4067,"bactivated","cd4naivet"
3198,2894,"bactivated","tactivated"
3199,3237,"tactivated","dc"
3200,6107,"bactivated","cd4memoryt"
3200,3709,"bactivated","cd4memoryt"
3200,5341,"bactivated","cd4naivet"
3200,5145,"bactivated","cd14mono"
3201,3993,"b","cd14mono"
3201,2377,"b","cd14mono"
3202,735,"nk","cd16mono"
3202,3724,"nk","cd14mono"
3202,6807,"nk","cd16mono"
3203,7090,"cd14mono","dc"
3203,4327,"cd14mono","cd4memoryt"
3203,6507,"cd14mono","cd4naivet"
3204,5084,"cd4memoryt","cd4naivet"
3204,5725,"cd4memoryt","cd14mono"
3204,1882,"cd4memoryt","cd14mono"
3204,2242,"cd4memoryt","cd8t"
3205,1237,"bactivated","cd14mono"
3205,940,"bactivated","cd4memoryt"
3207,526,"b","cd14mono"
3207,1313,"b","cd14mono"
3209,5184,"cd16mono","cd14mono"
3209,1250,"cd16mono","tactivated"
3210,2734,"cd16mono","cd14mono"
3211,6047,"cd4naivet","cd14mono"
3211,3677,"cd4naivet","b"
3212,220,"cd14mono","bactivated"
3212,186,"cd14mono","cd8t"
3213,1948,"cd4memoryt","cd8t"
3215,6008,"cd4memoryt","cd4naivet"
3215,2273,"cd4memoryt","cd4naivet"
3216,5196,"cd14mono","bactivated"
3216,917,"cd14mono","bactivated"
3216,1760,"cd14mono","tactivated"
3216,2095,"cd14mono","bactivated"
3217,4346,"b","tactivated"
3217,1017,"b","cd8t"
3218,353,"cd14mono","cd4memoryt"
3219,898,"cd8t","b"
3219,5999,"cd8t","cd14mono"
3219,6574,"cd8t","cd4naivet"
3220,1374,"tactivated","pdc"
3220,5516,"tactivated","cd4memoryt"
3220,1185,"tactivated","cd14mono"
3220,5569,"tactivated","cd8t"
3220,4333,"tactivated","cd14mono"
3221,4977,"cd4memoryt","dc"
3221,4711,"cd4memoryt","cd14mono"
3221,3289,"cd4memoryt","cd14mono"
3223,4010,"cd14mono","cd4naivet"
3224,3799,"b","tactivated"
3225,1339,"cd4naivet","dc"
3225,626,"cd4naivet","cd16mono"
3225,4019,"cd4naivet","dc"
3226,5158,"cd16mono","cd14mono"
3228,6607,"cd4naivet","cd14mono"
3229,2164,"cd4naivet","cd14mono"
3229,125,"cd4naivet","cd8t"
3229,4562,"cd4naivet","nk"
3229,3024,"cd4naivet","cd14mono"
3230,6087,"cd4memoryt","cd4naivet"
3230,1155,"cd4memoryt","b"
3230,2068,"cd4memoryt","cd14mono"
3230,5581,"cd4memoryt","cd14mono"
3232,741,"cd16mono","cd4naivet"
3232,4037,"cd16mono","b"
3232,1840,"cd16mono","cd14mono"
3233,6332,"dc","cd14mono"
3233,4485,"dc","cd14mono"
3234,1588,"cd14mono","cd16mono"
3234,5749,"cd14mono","nk"
3235,7334,"cd16mono","cd4naivet"
3237,1787,"dc","b"
3239,5243,"cd16mono","cd14mono"
3239,5820,"cd16mono","bactivated"
3239,888,"cd16mono","cd14mono"
3239,4037,"cd16mono","b"
3239,2370,"cd16mono","cd4memoryt"
3240,3289,"cd4memoryt","cd14mono"
3240,1124,"cd4memoryt","cd14mono"
3241,2095,"cd14mono","bactivated"
3243,5403,"cd8t","nk"
3243,1158,"cd8t","nk"
3243,2599,"cd8t","b"
3243,1189,"cd8t","cd4memoryt"
3244,109,"cd4naivet","cd4memoryt"
3244,5480,"cd4naivet","cd8t"
3246,4457,"cd14mono","cd16mono"
3246,267,"cd14mono","b"
3246,6917,"cd14mono","cd4naivet"
3247,3,"cd4naivet","cd14mono"
3248,7353,"cd14mono","cd4naivet"
3250,2371,"nk","cd14mono"
3251,3207,"cd14mono","b"
3251,2251,"cd14mono","cd8t"
3252,7014,"cd8t","cd14mono"
3254,1090,"cd14mono","cd16mono"
3258,779,"nk","cd14mono"
3258,6230,"nk","cd16mono"
3259,3341,"cd14mono","cd4memoryt"
3261,3977,"cd4naivet","cd16mono"
3261,552,"cd4naivet","cd14mono"
3261,675,"cd4naivet","mk"
3261,3980,"cd4naivet","cd8t"
3262,1497,"cd4memoryt","bactivated"
3262,286,"cd4memoryt","cd4naivet"
3263,2832,"cd14mono","cd4naivet"
3263,2656,"cd14mono","cd4memoryt"
3264,2357,"cd8t","cd14mono"
3264,4560,"cd8t","cd14mono"
3264,6670,"cd8t","cd4memoryt"
3264,5233,"cd8t","cd14mono"
3264,1863,"cd8t","b"
3266,444,"nk","cd14mono"
3268,6285,"cd14mono","cd4memoryt"
3269,5705,"cd14mono","cd4naivet"
3269,5356,"cd14mono","dc"
3270,1512,"cd4naivet","cd14mono"
3270,6020,"cd4naivet","cd14mono"
3270,6180,"cd4naivet","cd16mono"
3270,1385,"cd4naivet","cd14mono"
3270,3721,"cd4naivet","cd4memoryt"
3272,2208,"cd14mono","cd4naivet"
3272,5196,"cd14mono","bactivated"
3272,3859,"cd14mono","cd4memoryt"
3273,3617,"b","cd4naivet"
3273,5223,"b","cd14mono"
3275,2158,"cd16mono","cd14mono"
3275,6809,"cd16mono","b"
3275,6481,"cd16mono","cd4memoryt"
3276,872,"cd4memoryt","cd16mono"
3276,2631,"cd4memoryt","cd14mono"
3276,2906,"cd4memoryt","cd14mono"
3278,646,"cd14mono","cd4memoryt"
3278,4122,"cd14mono","cd16mono"
3280,1138,"cd4memoryt","cd8t"
3283,5561,"cd14mono","dc"
3283,18,"cd14mono","cd4naivet"
3285,4604,"cd16mono","cd4naivet"
3285,2069,"cd16mono","cd4naivet"
3285,2388,"cd16mono","cd14mono"
3286,6663,"cd14mono","nk"
3288,4703,"cd14mono","cd8t"
3288,3941,"cd14mono","cd4naivet"
3288,4857,"cd14mono","mk"
3289,7015,"cd14mono","cd16mono"
3290,4737,"cd16mono","cd14mono"
3290,5860,"cd16mono","tactivated"
3291,1069,"cd14mono","b"
3292,4310,"cd14mono","cd4memoryt"
3293,2413,"cd8t","cd4naivet"
3293,6205,"cd8t","dc"
3293,3633,"cd8t","nk"
3298,599,"tactivated","cd14mono"
3298,118,"tactivated","dc"
3298,1374,"tactivated","pdc"
3298,2279,"tactivated","cd16mono"
3300,2507,"cd16mono","cd14mono"
3300,5243,"cd16mono","cd14mono"
3300,3886,"cd16mono","b"
3300,131,"cd16mono","cd4naivet"
3301,5244,"cd4naivet","cd14mono"
3301,5620,"cd4naivet","tactivated"
3301,3656,"cd4naivet","b"
3301,4610,"cd4naivet","cd14mono"
3302,1324,"cd4naivet","cd14mono"
3302,1373,"cd4naivet","bactivated"
3302,5657,"cd4naivet","cd4memoryt"
3302,4019,"cd4naivet","dc"
3302,2564,"cd4naivet","nk"
3303,5527,"bactivated","cd4naivet"
3303,2601,"bactivated","cd4naivet"
3303,1103,"bactivated","cd14mono"
3303,1785,"bactivated","cd14mono"
3304,221,"dc","cd16mono"
3305,3144,"nk","cd14mono"
3305,6725,"nk","cd14mono"
3306,4271,"b","cd14mono"
3306,7016,"b","cd16mono"
3306,7083,"b","cd4memoryt"
3307,7280,"cd14mono","cd16mono"
3308,4662,"cd14mono","cd4naivet"
3309,1825,"cd4naivet","bactivated"
3309,7427,"cd4naivet","cd4memoryt"
3309,6878,"cd4naivet","b"
3310,5815,"cd14mono","b"
3311,193,"nk","cd14mono"
3311,2282,"nk","b"
3311,463,"nk","cd8t"
3312,6058,"cd14mono","cd4naivet"
3313,5276,"cd16mono","bactivated"
3313,123,"cd16mono","cd14mono"
3313,7123,"cd16mono","cd4naivet"
3313,4810,"cd16mono","cd4naivet"
3314,7196,"cd14mono","mk"
3314,6244,"cd14mono","cd16mono"
3316,3112,"b","cd14mono"
3317,6100,"cd14mono","cd8t"
3318,4904,"cd8t","nk"
3318,4975,"cd8t","cd14mono"
3318,419,"cd8t","cd14mono"
3320,5296,"cd4memoryt","cd8t"
3320,5736,"cd4memoryt","tactivated"
3320,1958,"cd4memoryt","cd14mono"
3320,1020,"cd4memoryt","cd16mono"
3320,654,"cd4memoryt","b"
3321,6429,"b","cd16mono"
3322,2144,"cd16mono","cd14mono"
3322,6687,"cd16mono","mk"
3322,6197,"cd16mono","b"
3322,361,"cd16mono","cd14mono"
3323,6188,"cd4memoryt","cd14mono"
3324,7104,"cd14mono","cd4memoryt"
3324,5548,"cd14mono","cd8t"
3325,4152,"cd4naivet","cd14mono"
3326,2066,"nk","cd14mono"
3327,7083,"b","cd4memoryt"
3327,2779,"b","bactivated"
3328,2479,"bactivated","cd14mono"
3328,244,"bactivated","nk"
3329,3974,"cd16mono","cd8t"
3331,6549,"cd4memoryt","cd8t"
3332,7104,"cd14mono","cd4memoryt"
3332,291,"cd14mono","cd4memoryt"
3332,3276,"cd14mono","cd4memoryt"
3333,2332,"cd14mono","pdc"
3334,1225,"b","cd16mono"
3334,7016,"b","cd16mono"
3334,4335,"b","cd4memoryt"
3334,5400,"b","cd4naivet"
3338,1692,"cd4naivet","cd4memoryt"
3338,5822,"cd4naivet","nk"
3339,1729,"cd14mono","cd16mono"
3339,5782,"cd14mono","b"
3341,3665,"cd4memoryt","mk"
3341,2184,"cd4memoryt","dc"
3341,2667,"cd4memoryt","dc"
3341,7256,"cd4memoryt","cd14mono"
3342,425,"cd16mono","cd4memoryt"
3343,2189,"nk","cd4naivet"
3344,4919,"tactivated","b"
3344,7191,"tactivated","cd14mono"
3345,3918,"tactivated","cd4naivet"
3345,3673,"tactivated","b"
3345,5313,"tactivated","cd4memoryt"
3345,4494,"tactivated","cd4naivet"
3346,4035,"cd16mono","cd8t"
3346,2283,"cd16mono","cd8t"
3346,764,"cd16mono","cd4naivet"
3346,3886,"cd16mono","b"
3347,3844,"cd4memoryt","cd14mono"
3347,2271,"cd4memoryt","cd14mono"
3347,7212,"cd4memoryt","pdc"
3347,4025,"cd4memoryt","cd14mono"
3348,6014,"cd8t","tactivated"
3348,4181,"cd8t","cd4naivet"
3351,2566,"cd4memoryt","cd14mono"
3353,219,"cd4memoryt","cd16mono"
3354,3120,"cd16mono","cd4memoryt"
3354,3702,"cd16mono","cd4memoryt"
3354,1036,"cd16mono","cd8t"
3356,298,"cd14mono","tactivated"
3357,4543,"cd16mono","cd14mono"
3358,3106,"tactivated","cd16mono"
3358,1413,"tactivated","cd4naivet"
3358,5869,"tactivated","cd4naivet"
3358,3030,"tactivated","nk"
3358,409,"tactivated","cd14mono"
3359,4694,"cd14mono","cd8t"
3362,4121,"cd4memoryt","cd14mono"
3362,3580,"cd4memoryt","cd14mono"
3362,5057,"cd4memoryt","cd8t"
3363,922,"b","cd4naivet"
3365,3044,"dc","cd16mono"
3365,4263,"dc","cd14mono"
3365,2869,"dc","cd8t"
3365,2058,"dc","cd4memoryt"
3366,195,"dc","cd16mono"
3366,6332,"dc","cd14mono"
3366,4648,"dc","cd8t"
3366,3185,"dc","cd4naivet"
3367,4813,"cd4naivet","cd14mono"
3367,5036,"cd4naivet","cd8t"
3367,6174,"cd4naivet","cd14mono"
3368,5011,"cd16mono","cd4naivet"
3369,1468,"cd14mono","tactivated"
3370,6396,"cd8t","b"
3370,6765,"cd8t","cd16mono"
3370,6788,"cd8t","dc"
3371,2994,"cd14mono","cd4memoryt"
3372,3497,"cd8t","cd4memoryt"
3372,5167,"cd8t","dc"
3373,2870,"cd4memoryt","nk"
3373,6462,"cd4memoryt","tactivated"
3373,513,"cd4memoryt","cd14mono"
3374,670,"cd4naivet","mk"
3374,3677,"cd4naivet","b"
3375,5889,"cd4naivet","nk"
3375,706,"cd4naivet","cd16mono"
3375,2163,"cd4naivet","cd14mono"
3375,4799,"cd4naivet","cd8t"
3377,1960,"cd4naivet","nk"
3377,1835,"cd4naivet","b"
3377,3310,"cd4naivet","cd14mono"
3377,5619,"cd4naivet","mk"
3377,2210,"cd4naivet","cd14mono"
3378,3983,"b","cd14mono"
3378,3755,"b","cd14mono"
3379,3030,"cd4memoryt","nk"
3379,3666,"cd4memoryt","nk"
3380,6881,"cd4memoryt","cd4naivet"
3382,4873,"cd8t","nk"
3384,4087,"cd16mono","cd4naivet"
3385,1384,"cd4naivet","cd4memoryt"
3387,6976,"cd14mono","cd4memoryt"
3387,693,"cd14mono","cd4naivet"
3389,917,"cd14mono","bactivated"
3389,7280,"cd14mono","cd16mono"
3391,5365,"cd4memoryt","tactivated"
3391,3746,"cd4memoryt","cd4naivet"
3395,5882,"cd14mono","cd8t"
3397,5684,"cd8t","nk"
3397,2654,"cd8t","cd4naivet"
3397,3390,"cd8t","tactivated"
3398,4835,"cd4naivet","cd14mono"
3398,1524,"cd4naivet","cd8t"
3398,675,"cd4naivet","mk"
3399,1976,"cd4memoryt","cd14mono"
3399,3422,"cd4memoryt","bactivated"
3399,3857,"cd4memoryt","nk"
3399,5405,"cd4memoryt","tactivated"
3399,6308,"cd4memoryt","cd4naivet"
3400,6236,"cd14mono","cd4memoryt"
3400,1757,"cd14mono","cd4memoryt"
3402,331,"tactivated","b"
3405,1206,"tactivated","nk"
3406,1431,"cd4naivet","cd8t"
3406,4307,"cd4naivet","cd4memoryt"
3406,6632,"cd4naivet","cd8t"
3406,2989,"cd4naivet","dc"
3407,3451,"nk","cd4memoryt"
3408,1905,"cd4memoryt","dc"
3408,6715,"cd4memoryt","cd14mono"
3408,42,"cd4memoryt","nk"
3409,5650,"cd4naivet","cd14mono"
3409,1338,"cd4naivet","tactivated"
3409,660,"cd4naivet","nk"
3409,6069,"cd4naivet","cd4memoryt"
3410,2522,"cd4memoryt","cd4naivet"
3410,1558,"cd4memoryt","pdc"
3410,601,"cd4memoryt","cd14mono"
3412,7256,"cd4memoryt","cd14mono"
3412,1138,"cd4memoryt","cd8t"
3412,3465,"cd4memoryt","cd14mono"
3413,5735,"bactivated","cd14mono"
3414,6219,"cd14mono","cd4memoryt"
3415,2426,"nk","cd8t"
3416,1472,"cd16mono","cd4naivet"
3416,2773,"cd16mono","cd4naivet"
3417,3975,"cd4naivet","cd14mono"
3417,416,"cd4naivet","nk"
3417,1025,"cd4naivet","nk"
3417,407,"cd4naivet","cd14mono"
3418,184,"tactivated","cd16mono"
3419,3173,"cd16mono","cd4memoryt"
3419,2507,"cd16mono","cd14mono"
3420,1657,"cd4memoryt","cd14mono"
3420,5044,"cd4memoryt","cd14mono"
3421,3319,"cd4memoryt","cd14mono"
3421,5250,"cd4memoryt","cd14mono"
3421,1682,"cd4memoryt","mk"
3422,7102,"bactivated","cd14mono"
3422,3946,"bactivated","cd14mono"
3422,1177,"bactivated","cd14mono"
3424,387,"cd4naivet","cd4memoryt"
3426,5360,"nk","cd16mono"
3427,2116,"cd8t","cd16mono"
3427,7298,"cd8t","cd4naivet"
3427,5677,"cd8t","cd14mono"
3428,2648,"b","cd8t"
3428,1089,"b","cd14mono"
3428,5681,"b","cd16mono"
3428,6183,"b","nk"
3430,6719,"cd14mono","cd4naivet"
3431,438,"cd4memoryt","cd14mono"
3431,3176,"cd4memoryt","cd14mono"
3431,3095,"cd4memoryt","cd14mono"
3431,5565,"cd4memoryt","cd14mono"
3433,7073,"cd14mono","cd4memoryt"
3433,4327,"cd14mono","cd4memoryt"
3433,7090,"cd14mono","dc"
3434,6393,"cd14mono","dc"
3434,1700,"cd14mono","nk"
3440,6493,"bactivated","cd4memoryt"
3441,2772,"cd8t","cd14mono"
3441,7271,"cd8t","tactivated"
3441,5677,"cd8t","cd14mono"
3441,5588,"cd8t","cd14mono"
3442,7071,"cd14mono","cd4memoryt"
3443,5782,"cd14mono","b"
3444,6480,"cd16mono","cd14mono"
3444,3913,"cd16mono","cd4naivet"
3447,2572,"cd4memoryt","b"
3447,4711,"cd4memoryt","cd14mono"
3447,5784,"cd4memoryt","b"
3447,1348,"cd4memoryt","cd4naivet"
3447,3146,"cd4memoryt","cd14mono"
3448,3788,"tactivated","cd8t"
3448,1309,"tactivated","cd4naivet"
3448,1204,"tactivated","cd14mono"
3448,6155,"tactivated","cd14mono"
3449,922,"b","cd4naivet"
3450,5246,"nk","b"
3451,2906,"cd4memoryt","cd14mono"
3451,187,"cd4memoryt","cd14mono"
3452,6728,"cd16mono","bactivated"
3453,2137,"cd4memoryt","cd8t"
3453,2225,"cd4memoryt","cd14mono"
3454,359,"cd4memoryt","cd14mono"
3454,2132,"cd4memoryt","cd14mono"
3454,6380,"cd4memoryt","cd16mono"
3454,5084,"cd4memoryt","cd4naivet"
3455,4648,"dc","cd8t"
3455,1277,"dc","cd14mono"
3455,7224,"dc","cd14mono"
3455,7129,"dc","cd16mono"
3457,3145,"cd4naivet","mk"
3457,5945,"cd4naivet","cd16mono"
3457,4919,"cd4naivet","b"
3457,702,"cd4naivet","cd14mono"
3459,3087,"cd14mono","cd8t"
3459,5910,"cd14mono","cd8t"
3460,5108,"dc","cd14mono"
3461,6075,"b","cd14mono"
3461,5765,"b","tactivated"
3461,4544,"b","cd4naivet"
3461,1435,"b","tactivated"
3464,5448,"cd4memoryt","cd8t"
3464,3081,"cd4memoryt","cd14mono"
3464,5497,"cd4memoryt","cd4naivet"
3466,1380,"cd14mono","cd4naivet"
3466,482,"cd14mono","cd4memoryt"
3467,7432,"cd16mono","dc"
3469,7395,"cd4naivet","tactivated"
3469,246,"cd4naivet","dc"
3469,299,"cd4naivet","cd14mono"
3469,3550,"cd4naivet","tactivated"
3471,6525,"cd4memoryt","b"
3471,5057,"cd4memoryt","cd8t"
3471,1680,"cd4memoryt","cd4naivet"
3471,4829,"cd4memoryt","b"
3471,2794,"cd4memoryt","mk"
3472,974,"cd4memoryt","cd14mono"
3474,5793,"cd4memoryt","b"
3474,1370,"cd4memoryt","pdc"
3474,7179,"cd4memoryt","cd14mono"
3475,4459,"nk","cd14mono"
3475,1004,"nk","cd4naivet"
3476,3634,"cd14mono","dc"
3476,5911,"cd14mono","dc"
3477,2883,"cd4naivet","cd14mono"
3477,6146,"cd4naivet","tactivated"
3477,5801,"cd4naivet","cd14mono"
3478,7032,"cd14mono","cd16mono"
3480,1767,"cd16mono","cd14mono"
3480,1068,"cd16mono","cd14mono"
3480,3437,"cd16mono","b"
3480,4041,"cd16mono","cd4naivet"
3481,1135,"cd16mono","cd4naivet"
3481,6293,"cd16mono","tactivated"
3481,413,"cd16mono","cd14mono"
3482,6863,"tactivated","nk"
3482,1457,"tactivated","cd4naivet"
3482,1657,"tactivated","cd14mono"
3484,4233,"cd16mono","cd4memoryt"
3484,3610,"cd16mono","cd14mono"
3484,6615,"cd16mono","tactivated"
3485,4674,"cd4naivet","cd14mono"
3485,747,"cd4naivet","cd16mono"
3485,4140,"cd4naivet","cd14mono"
3487,5945,"cd4memoryt","cd16mono"
3487,5852,"cd4memoryt","nk"
3488,4517,"mk","cd14mono"
3488,4644,"mk","cd14mono"
3488,321,"mk","cd14mono"
3488,2592,"mk","tactivated"
3488,1303,"mk","cd4memoryt"
3489,771,"bactivated","cd14mono"
3489,1401,"bactivated","cd14mono"
3489,3733,"bactivated","cd4naivet"
3490,878,"cd4naivet","cd8t"
3490,4002,"cd4naivet","cd16mono"
3490,2883,"cd4naivet","cd14mono"
3490,4548,"cd4naivet","cd14mono"
3491,1008,"cd4naivet","dc"
3493,5772,"cd14mono","cd4memoryt"
3493,4626,"cd14mono","cd4memoryt"
3493,3079,"cd14mono","cd4naivet"
3496,5189,"cd4naivet","cd16mono"
3496,4210,"cd4naivet","cd16mono"
3496,5975,"cd4naivet","mk"
3496,387,"cd4naivet","cd4memoryt"
3496,3714,"cd4naivet","cd16mono"
3497,122,"cd4memoryt","cd4naivet"
3497,3593,"cd4memoryt","pdc"
3497,272,"cd4memoryt","b"
3498,6095,"tactivated","cd14mono"
3498,6224,"tactivated","cd8t"
3498,2772,"tactivated","cd14mono"
3498,1413,"tactivated","cd4naivet"
3499,920,"cd4memoryt","cd16mono"
3502,1982,"cd8t","nk"
3502,7039,"cd8t","dc"
3503,4485,"dc","cd14mono"
3504,965,"bactivated","cd14mono"
3504,2277,"bactivated","cd14mono"
3505,4830,"cd8t","cd4naivet"
3505,3383,"cd8t","cd14mono"
3505,7230,"cd8t","cd4naivet"
3505,4750,"cd8t","cd16mono"
3505,5412,"cd8t","cd14mono"
3506,6266,"cd16mono","cd4naivet"
3506,4714,"cd16mono","cd4memoryt"
3506,4809,"cd16mono","cd4memoryt"
3507,60,"dc","cd16mono"
3507,3708,"dc","cd14mono"
3508,5484,"cd4memoryt","cd14mono"
3508,3422,"cd4memoryt","bactivated"
3508,6308,"cd4memoryt","cd4naivet"
3508,1241,"cd4memoryt","cd4naivet"
3509,4425,"cd4naivet","cd14mono"
3509,7050,"cd4naivet","cd14mono"
3509,4987,"cd4naivet","cd14mono"
3509,3052,"cd4naivet","b"
3509,3268,"cd4naivet","cd14mono"
3510,5099,"cd14mono","cd4naivet"
3511,5498,"cd4memoryt","cd14mono"
3511,1735,"cd4memoryt","cd16mono"
3512,1449,"b","cd14mono"
3512,6645,"b","cd4naivet"
3513,836,"cd4naivet","cd4memoryt"
3513,258,"cd4naivet","cd14mono"
3513,5472,"cd4naivet","cd14mono"
3513,6844,"cd4naivet","cd4memoryt"
3514,887,"b","cd16mono"
3515,5683,"cd4naivet","nk"
3516,5878,"tactivated","cd4naivet"
3517,2351,"b","cd4memoryt"
3517,5988,"b","cd4naivet"
3518,1498,"cd4naivet","cd14mono"
3518,1524,"cd4naivet","cd8t"
3518,6732,"cd4naivet","tactivated"
3519,324,"cd4naivet","tactivated"
3520,5738,"cd14mono","cd4naivet"
3520,4083,"cd14mono","cd4memoryt"
3520,3261,"cd14mono","cd4naivet"
3521,4179,"cd4memoryt","cd14mono"
3523,1008,"cd4naivet","dc"
3523,4882,"cd4naivet","b"
3523,1343,"cd4naivet","nk"
3524,4637,"cd4naivet","cd14mono"
3524,5407,"cd4naivet","cd8t"
3526,1742,"cd4naivet","cd16mono"
3526,3898,"cd4naivet","cd4memoryt"
3526,3233,"cd4naivet","dc"
3526,2903,"cd4naivet","cd14mono"
3527,4615,"nk","cd8t"
3527,3238,"nk","tactivated"
3528,5175,"bactivated","cd4naivet"
3528,4284,"bactivated","tactivated"
3530,1631,"cd8t","cd16mono"
3530,7230,"cd8t","cd4naivet"
3531,254,"cd16mono","nk"
3531,6293,"cd16mono","tactivated"
3531,7082,"cd16mono","cd4naivet"
3531,4770,"cd16mono","cd4naivet"
3532,1526,"cd4memoryt","cd4naivet"
3534,5253,"b","cd14mono"
3534,3651,"b","cd4naivet"
3535,3176,"cd4memoryt","cd14mono"
3536,3941,"cd14mono","cd4naivet"
3536,4129,"cd14mono","cd8t"
3536,6885,"cd14mono","cd4memoryt"
3538,4144,"cd14mono","cd4naivet"
3539,2927,"cd8t","cd14mono"
3539,4885,"cd8t","cd14mono"
3539,3559,"cd8t","cd14mono"
3540,5990,"cd14mono","cd4memoryt"
3540,3828,"cd14mono","b"
3541,348,"cd14mono","b"
3541,647,"cd14mono","cd16mono"
3542,1646,"cd16mono","dc"
3543,2601,"bactivated","cd4naivet"
3543,6356,"bactivated","cd14mono"
3543,6272,"bactivated","tactivated"
3544,1352,"cd14mono","b"
3545,3591,"cd4naivet","tactivated"
3545,5480,"cd4naivet","cd8t"
3547,4491,"cd4naivet","mk"
3547,2809,"cd4naivet","bactivated"
3547,3013,"cd4naivet","cd4memoryt"
3548,5763,"cd14mono","bactivated"
3549,1759,"cd14mono","cd4naivet"
3549,6946,"cd14mono","tactivated"
3550,532,"tactivated","cd14mono"
3550,4062,"tactivated","cd14mono"
3550,1950,"tactivated","cd14mono"
3550,4636,"tactivated","cd14mono"
3550,6254,"tactivated","cd14mono"
3551,1092,"tactivated","cd4naivet"
3551,3495,"tactivated","cd14mono"
3551,6313,"tactivated","bactivated"
3551,6392,"tactivated","cd14mono"
3552,6965,"cd4memoryt","cd16mono"
3552,5568,"cd4memoryt","cd16mono"
3552,2225,"cd4memoryt","cd14mono"
3552,6188,"cd4memoryt","cd14mono"
3553,5313,"tactivated","cd4memoryt"
3553,2221,"tactivated","cd8t"
3553,3918,"tactivated","cd4naivet"
3554,4208,"cd14mono","dc"
3556,1472,"cd16mono","cd4naivet"
3556,4604,"cd16mono","cd4naivet"
3557,2353,"dc","cd4memoryt"
3557,5688,"dc","cd4memoryt"
3558,7054,"tactivated","cd14mono"
3558,843,"tactivated","cd14mono"
3559,7071,"cd14mono","cd4memoryt"
3559,4342,"cd14mono","dc"
3559,3079,"cd14mono","cd4naivet"
3562,5992,"dc","cd14mono"
3562,4485,"dc","cd14mono"
3562,1919,"dc","cd16mono"
3562,2204,"dc","cd4memoryt"
3562,4948,"dc","cd14mono"
3563,1796,"cd14mono","cd4naivet"
3563,7032,"cd14mono","cd16mono"
3563,6595,"cd14mono","bactivated"
3565,2226,"cd14mono","cd16mono"
3565,917,"cd14mono","bactivated"
3566,6167,"cd16mono","cd14mono"
3566,5549,"cd16mono","nk"
3566,2047,"cd16mono","cd14mono"
3566,5444,"cd16mono","nk"
3568,1904,"cd14mono","cd8t"
3569,1439,"b","cd14mono"
3571,6243,"b","cd4memoryt"
3571,4544,"b","cd4naivet"
3571,1439,"b","cd14mono"
3573,3785,"cd14mono","cd4naivet"
3574,5295,"cd4memoryt","b"
3574,2550,"cd4memoryt","cd16mono"
3575,7338,"tactivated","cd8t"
3575,4195,"tactivated","cd4naivet"
3576,2644,"cd8t","nk"
3576,3789,"cd8t","tactivated"
3576,194,"cd8t","bactivated"
3576,570,"cd8t","cd14mono"
3577,7237,"cd16mono","b"
3578,2417,"cd4naivet","cd8t"
3578,4359,"cd4naivet","cd8t"
3578,4853,"cd4naivet","dc"
3579,5618,"tactivated","cd14mono"
3579,3467,"tactivated","cd16mono"
3580,2888,"cd14mono","cd16mono"
3581,376,"b","cd14mono"
3581,6564,"b","pdc"
3581,1690,"b","cd14mono"
3581,3688,"b","cd4naivet"
3581,422,"b","cd14mono"
3583,5513,"b","cd4naivet"
3587,6366,"cd8t","tactivated"
3587,607,"cd8t","cd14mono"
3587,4701,"cd8t","cd14mono"
3588,3791,"cd8t","cd4memoryt"
3589,4113,"cd4naivet","b"
3589,1240,"cd4naivet","cd4memoryt"
3591,4576,"tactivated","cd14mono"
3591,5944,"tactivated","cd14mono"
3591,6780,"tactivated","cd4naivet"
3592,1288,"cd14mono","cd16mono"
3593,1234,"pdc","cd4memoryt"
3593,6120,"pdc","bactivated"
3596,5650,"cd4naivet","cd14mono"
3596,3581,"cd4naivet","b"
3596,4589,"cd4naivet","cd14mono"
3596,4105,"cd4naivet","cd14mono"
3596,2432,"cd4naivet","b"
3597,5522,"cd14mono","cd16mono"
3598,2317,"dc","cd4memoryt"
3599,2737,"dc","cd4memoryt"
3600,519,"cd16mono","cd4naivet"
3600,590,"cd16mono","cd14mono"
3601,2582,"cd14mono","nk"
3601,3287,"cd14mono","b"
3602,5501,"cd14mono","cd4memoryt"
3603,6184,"cd14mono","cd8t"
3606,7008,"cd4naivet","cd14mono"
3606,975,"cd4naivet","cd14mono"
3607,6511,"mk","cd4naivet"
3607,6882,"mk","b"
3607,4517,"mk","cd14mono"
3607,1303,"mk","cd4memoryt"
3607,2592,"mk","tactivated"
3608,7024,"b","cd8t"
3608,579,"b","cd4memoryt"
3609,3380,"cd4naivet","cd4memoryt"
3609,324,"cd4naivet","tactivated"
3609,2190,"cd4naivet","dc"
3611,2777,"cd14mono","bactivated"
3613,2772,"cd8t","cd14mono"
3613,4532,"cd8t","cd14mono"
3613,1348,"cd8t","cd4naivet"
3613,1896,"cd8t","cd4naivet"
3615,7034,"nk","cd4naivet"
3615,4896,"nk","mk"
3616,2833,"cd8t","cd14mono"
3616,2881,"cd8t","tactivated"
3616,3728,"cd8t","cd4memoryt"
3617,7451,"cd4naivet","cd4memoryt"
3617,3035,"cd4naivet","tactivated"
3617,3428,"cd4naivet","b"
3619,4536,"tactivated","cd14mono"
3620,2379,"cd14mono","cd4naivet"
3620,2537,"cd14mono","cd16mono"
